Community_ID,SolarEnergy_aspect1,SolarEnergy_aspect2,SolarEnergy_aspect3,SolarEnergy_aspect4,SolarEnergy_aspect5,Behavioural_aspect1,Behavioural_aspect2,Behavioural_aspect3,Behavioural_aspect4,Behavioural_aspect5
CC192574,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC206882,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC211532,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC160851,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC133499,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC121559,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC152643,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC201956,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
CC150095,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC122128,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC196742,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC190784,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC112145,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC181382,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC120626,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC149098,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC140564,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC128930,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC169234,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC185856,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC162209,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,Auto-Off,StreetLightsEquipped
CC184259,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC202654,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC146042,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC149686,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC158434,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC169973,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC153963,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC138357,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC155102,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC180197,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC203357,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC209954,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC163809,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC205090,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC143799,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC209232,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC175343,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
CC117998,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC147353,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC200706,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC146089,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC150592,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
CC130609,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC169118,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC139266,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC132150,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC168632,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC173881,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC208410,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC181200,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC134167,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC188982,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC204759,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC174327,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC199412,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC173437,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC153529,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC169428,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC159077,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC114041,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC166390,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC128599,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC176253,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC159924,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC172950,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC170158,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC116306,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC139196,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC127968,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC173244,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC159512,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC199025,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC197953,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC112303,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,Auto-Off,StreetLightsEquipped
CC178818,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC139584,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC170605,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC182344,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC151570,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC167712,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC170510,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC204936,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC169340,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC112974,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC150551,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC161267,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC207400,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC191157,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC196009,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC199473,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC173113,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
CC157974,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC147176,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC185133,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC207330,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,Auto-Off,StreetLightsEquipped
CC198935,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC201018,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC208817,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC162357,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC181813,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC205768,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC168762,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC179775,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC127852,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC160464,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC198537,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC176033,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC135965,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC210294,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC123456,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC153632,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC163750,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC167011,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC182298,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC182617,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC140252,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC146391,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC122707,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC213187,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC160239,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC211877,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC154868,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC144374,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC194451,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC114033,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC202139,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC138394,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC135299,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC197889,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC140327,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC134648,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC187101,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC121641,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC152525,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC167791,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC210229,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
